Year,Term,Subject,Number,Name,Description,Credit Hours,Section Info,Section Title,Section Credit Hours
2026,Spring,LAS,292,Global Perspectives in Cross-Cultural Contexts,"Provides an opportunity for students studying abroad to consider how their journey might be articulated as a global learning experience. Requires students to discuss what they are learning, reflect upon it, and discern ways to apply the knowledge gained through their experiences. May be repeated in separate terms. Prerequisite: LAS 291.",2 hours.,May be repeated in separate terms. Prerequisite: LAS 291.,,
2026,Spring,LAS,292,Global Perspectives in Cross-Cultural Contexts,"Provides an opportunity for students studying abroad to consider how their journey might be articulated as a global learning experience. Requires students to discuss what they are learning, reflect upon it, and discern ways to apply the knowledge gained through their experiences. May be repeated in separate terms. Prerequisite: LAS 291.",2 hours.,May be repeated in separate terms. Prerequisite: LAS 291.,,
2026,Spring,LAS,292,Global Perspectives in Cross-Cultural Contexts,"Provides an opportunity for students studying abroad to consider how their journey might be articulated as a global learning experience. Requires students to discuss what they are learning, reflect upon it, and discern ways to apply the knowledge gained through their experiences. May be repeated in separate terms. Prerequisite: LAS 291.",2 hours.,May be repeated in separate terms. Prerequisite: LAS 291.,,
2026,Spring,LAS,292,Global Perspectives in Cross-Cultural Contexts,"Provides an opportunity for students studying abroad to consider how their journey might be articulated as a global learning experience. Requires students to discuss what they are learning, reflect upon it, and discern ways to apply the knowledge gained through their experiences. May be repeated in separate terms. Prerequisite: LAS 291.",2 hours.,May be repeated in separate terms. Prerequisite: LAS 291.,,
2026,Spring,LAS,292,Global Perspectives in Cross-Cultural Contexts,"Provides an opportunity for students studying abroad to consider how their journey might be articulated as a global learning experience. Requires students to discuss what they are learning, reflect upon it, and discern ways to apply the knowledge gained through their experiences. May be repeated in separate terms. Prerequisite: LAS 291.",2 hours.,May be repeated in separate terms. Prerequisite: LAS 291.,,
2026,Spring,LAS,299,LAS Study Abroad,"Provides credit toward the undergraduate degree for study at accredited foreign institutions or approved overseas programs. Final determination of credit is made upon the student's completion of the work. (Summer session, 0 to 8 hours). Approved for Letter and S/U grading. May be repeated to a maximum of 36 term hours per academic year or to a total of 44 term hours, all of which must be earned within one calendar year. Prerequisite: One year of residence at UIUC, good academic standing, and prior approval of the major department and the College of Liberal Arts and Sciences.",0 TO 18 hours.,"Approved for Letter and S/U grading. May be repeated to a maximum of 36 term hours per academic year or to a total of 44 term hours, all of which must be earned within one calendar year. Prerequisite: One year of residence at UIUC, good academic standing, and prior approval of the major department and the College of Liberal Arts and Sciences.",,
2026,Spring,LAS,302,Internships and Professional Experiences,"Develops career readiness competencies as students engage in professional experiences, such as internships, service learning, volunteer opportunities, or a part-time job. Students connect these professional experiences to both their academic journeys and next steps after graduation. Career development theories are demonstrated and applied, helping students develop lifelong career management competencies. May be repeated in separate terms to a maximum of 6 hours. Duration of commitment to professional experience and level of academic involvement are reflected in the number of credit hours enrolled. Prerequisite: Instructor approval required. Restricted to students enrolled in a bachelor's degree program in the College of LAS. Students must be concurrently enrolled in some professional experience.",1 TO 3 hours.,May be repeated in separate terms to a maximum of 6 hours. Duration of commitment to professional experience and level of academic involvement are reflected in the number of credit hours enrolled. Prerequisite: Instructor approval required. Restricted to students enrolled in a bachelor's degree program in the College of LAS. Students must be concurrently enrolled in some professional experience.,,
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,1 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,1 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,1 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,1 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,1 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,2 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,1 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,1 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,1 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,2 hours
2026,Spring,LAS,399,Leadership &amp; Professional Development,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.",1 TO 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required.,,2 hours
2026,Spring,LAS,494,Senior Project,For students seeking graduation with distinction in IPS. 2 or 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 undergraduate hours. Prerequisite: Consent of instructor and IPS Advisory Committee; open only to students whose major is IPS and who have a cumulative grade point average of at least 3.25.,2 OR 4 hours.,2 or 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 undergraduate hours. Prerequisite: Consent of instructor and IPS Advisory Committee; open only to students whose major is IPS and who have a cumulative grade point average of at least 3.25.,,
2026,Spring,LAST,170,"Que Pasa in Latin America? Cultures, Histories and Politics South of the Rio Grande","Interdisciplinary introduction to the ways of life of Latin American peoples, their origins and current expressions; discusses social, economic issues, and domestic and international policies related to them in the context of other societies in developing countries.",3 hours.,,,
2026,Spring,LAST,210,Life in the Andes,"An overview of contemporary Andean culture, as practiced by the people in Peru, Bolivia, and Ecuador. This culture is the result of the resilience of the pre-Hispanic Andean heritage, and the continuous adaptation Andean people have practiced, first, to control their environment and, then, to survive and overcome colonial and postcolonial forms of subordination. No prior knowledge of Spanish, Quechua, or the Andes is required.",3 hours.,,,
2026,Spring,LAST,232,Spanish in the Community,Same as SPAN 232. See SPAN 232.,3 hours.,Same as SPAN 232. See SPAN 232.,,
2026,Spring,LAST,232,Spanish in the Community,Same as SPAN 232. See SPAN 232.,3 hours.,Same as SPAN 232. See SPAN 232.,,
2026,Spring,LAST,232,Spanish in the Community,Same as SPAN 232. See SPAN 232.,3 hours.,Same as SPAN 232. See SPAN 232.,,
2026,Spring,LAST,240,Constr Afr and Carib Identity,"Same as AFST 209, CWL 225, and FR 240. See FR 240.",3 hours.,"Same as AFST 209, CWL 225, and FR 240. See FR 240.",,
2026,Spring,LAST,308,The Caribbean Since 1492: From Columbus to Castro,Same as HIST 308. See HIST 308.,3 hours.,Same as HIST 308. See HIST 308.,,3 hours
2026,Spring,LAST,343,Arts of Modern Latin America,Same as ARTH 343. See ARTH 343.,3 hours.,Same as ARTH 343. See ARTH 343.,,
2026,Spring,LAST,395,Special Topics,"Topical survey of cultural, social, economic, and political factors in Latin American life. Each term a particular topic is considered. Prerequisite: A basic course in a humanities or social science discipline.",2 TO 4 hours.,Prerequisite: A basic course in a humanities or social science discipline.,Q’anjob’al Lang and Community,3 hours
2026,Spring,LAST,395,Special Topics,"Topical survey of cultural, social, economic, and political factors in Latin American life. Each term a particular topic is considered. Prerequisite: A basic course in a humanities or social science discipline.",2 TO 4 hours.,Prerequisite: A basic course in a humanities or social science discipline.,Archaeology Field School Peru,3 hours
2026,Spring,LAST,395,Special Topics,"Topical survey of cultural, social, economic, and political factors in Latin American life. Each term a particular topic is considered. Prerequisite: A basic course in a humanities or social science discipline.",2 TO 4 hours.,Prerequisite: A basic course in a humanities or social science discipline.,Archaeology Field School Peru,3 hours
2026,Spring,LAST,445,Native Latin Amer Languages,"Upon the consent of the Director of the Center for Latin American and Caribbean Studies, tutorials are available in special native Latin American languages not regularly offered by the University (ie. Quechua, Kagchikel Mayan). Tutorials at the elementary, intermediate, and advanced levels may be arranged. Students registering for unit credit for the first two terms must first present satisfactory evidence of knowledge of the language at the elementary level, either in the form of credit earned at another institution or by passing a proficiency examination. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated in 6 terms successively, to a maximum of 16 hours. Graduate credit is given only for work beyond the elementary level. Prerequisite: Consent of instructor.",2 TO 4 hours.,"2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated in 6 terms successively, to a maximum of 16 hours. Graduate credit is given only for work beyond the elementary level. Prerequisite: Consent of instructor.",Beginning Q'anjob'al 2,3 hours
2026,Spring,LAST,445,Native Latin Amer Languages,"Upon the consent of the Director of the Center for Latin American and Caribbean Studies, tutorials are available in special native Latin American languages not regularly offered by the University (ie. Quechua, Kagchikel Mayan). Tutorials at the elementary, intermediate, and advanced levels may be arranged. Students registering for unit credit for the first two terms must first present satisfactory evidence of knowledge of the language at the elementary level, either in the form of credit earned at another institution or by passing a proficiency examination. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated in 6 terms successively, to a maximum of 16 hours. Graduate credit is given only for work beyond the elementary level. Prerequisite: Consent of instructor.",2 TO 4 hours.,"2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated in 6 terms successively, to a maximum of 16 hours. Graduate credit is given only for work beyond the elementary level. Prerequisite: Consent of instructor.",Beginning Q'anjobal 2,4 hours
2026,Spring,LAST,490,Individual Study,Major tutorial normally taken in the senior year. Students read the works from list devised in consultation with a faculty tutor and write a term paper. 1 to 5 undergraduate hours. 1 to 5 graduate hours. May be repeated as topics vary to a maximum of 6 hours. Prerequisite: LAST 170; a declared major in Latin American and Caribbean Studies; consent of instructor.,1 TO 5 hours.,1 to 5 undergraduate hours. 1 to 5 graduate hours. May be repeated as topics vary to a maximum of 6 hours. Prerequisite: LAST 170; a declared major in Latin American and Caribbean Studies; consent of instructor.,,4 hours
2026,Spring,LAST,597,M.A. Research,Open to students who choose to complete their M.A. by submitting two departmental papers. May be repeated in the same or subsequent terms to a maximum of 8 hours. Prerequisite: M.A. standing in Latin American Studies and consent of instructor and advisor.,4 hours.,May be repeated in the same or subsequent terms to a maximum of 8 hours. Prerequisite: M.A. standing in Latin American Studies and consent of instructor and advisor.,,
2026,Spring,LAT,101,Elementary Latin I,Grammar and reading for students who have had no work in Latin.,4 hours.,,,
2026,Spring,LAT,102,Elementary Latin II,Grammar and reading of easy prose. Prerequisite: LAT 101 or one year of high school Latin.,4 hours.,Prerequisite: LAT 101 or one year of high school Latin.,,
2026,Spring,LAT,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,May be repeated.,,
2026,Spring,LAT,201,Intermediate Latin,Review of grammar; reading of easy narrative prose. Prerequisite: LAT 102 or two years of high school Latin.,4 hours.,Prerequisite: LAT 102 or two years of high school Latin.,,
2026,Spring,LAT,202,Intro to Latin Literature,"Continuation of LAT 201, with readings chiefly in Latin poetic literature.",4 hours.,,,
2026,Spring,LAT,401,Survey of Latin Literature,"Advanced level readings in classical Latin literature. 3 undergraduate hours. 4 graduate hours. May be repeated for a total of 6 undergraduate hours or 8 graduate hours in separate semesters, if topics vary. Prerequisite: LAT 202 or four years of high school Latin.",3 OR 4 hours.,"3 undergraduate hours. 4 graduate hours. May be repeated for a total of 6 undergraduate hours or 8 graduate hours in separate semesters, if topics vary. Prerequisite: LAT 202 or four years of high school Latin.",,4 hours
2026,Spring,LAT,401,Survey of Latin Literature,"Advanced level readings in classical Latin literature. 3 undergraduate hours. 4 graduate hours. May be repeated for a total of 6 undergraduate hours or 8 graduate hours in separate semesters, if topics vary. Prerequisite: LAT 202 or four years of high school Latin.",3 OR 4 hours.,"3 undergraduate hours. 4 graduate hours. May be repeated for a total of 6 undergraduate hours or 8 graduate hours in separate semesters, if topics vary. Prerequisite: LAT 202 or four years of high school Latin.",,3 hours
2026,Spring,LAT,491,Readings in Latin Literature,"Readings in authors or special topics chosen by the instructor from the entire extant literature in Latin. 3 undergraduate hours. 4 graduate hours. May be repeated in separate terms, if topics vary. Prerequisite: Three years of college Latin or equivalent, or consent of instructor.",3 OR 4 hours.,"3 undergraduate hours. 4 graduate hours. May be repeated in separate terms, if topics vary. Prerequisite: Three years of college Latin or equivalent, or consent of instructor.",,4 hours
2026,Spring,LAT,491,Readings in Latin Literature,"Readings in authors or special topics chosen by the instructor from the entire extant literature in Latin. 3 undergraduate hours. 4 graduate hours. May be repeated in separate terms, if topics vary. Prerequisite: Three years of college Latin or equivalent, or consent of instructor.",3 OR 4 hours.,"3 undergraduate hours. 4 graduate hours. May be repeated in separate terms, if topics vary. Prerequisite: Three years of college Latin or equivalent, or consent of instructor.",,3 hours
2026,Spring,LAT,492,Senior Thesis,Thesis and honors. For candidates for honors in Latin and for other seniors. 2 or 4 undergraduate hours. No graduate credit. Prerequisite: Senior standing and consent of Classics Honors Program.,2 OR 4 hours.,2 or 4 undergraduate hours. No graduate credit. Prerequisite: Senior standing and consent of Classics Honors Program.,,
2026,Spring,LAT,493,Independent Reading,See Department of the Classics for information. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in separate terms to a maximum of 8 undergraduate hours or 12 graduate hours. Prerequisite: LAT 401 and consent of instructor.,1 TO 4 hours.,1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in separate terms to a maximum of 8 undergraduate hours or 12 graduate hours. Prerequisite: LAT 401 and consent of instructor.,,
2026,Spring,LAT,520,Proseminar,"Alternating poetry and prose, concentrates on a major author from one of the following areas: epic, oratory, lyric and elegiac poetry, history, drama, philosophy, satire, or epistolography. Areas normally follow this sequence in successive years. May be repeated to a maximum of 20 hours if topics vary. Prerequisite: LAT 491 or equivalent.",4 hours.,May be repeated to a maximum of 20 hours if topics vary. Prerequisite: LAT 491 or equivalent.,Survey of Latin Literature,
2026,Spring,LAT,595,Intro to Classical Studies,Same as GRK 595. See GRK 595.,4 hours.,Same as GRK 595. See GRK 595.,,
2026,Spring,LAW,199,Undergraduate Open Seminar,"Approved for letter and S/U grading. May be repeated in the same term up to 6 hours, if topics vary; May be repeated in separate terms up to 12 hours, if topics vary.",1 TO 3 hours.,"Approved for letter and S/U grading. May be repeated in the same term up to 6 hours, if topics vary; May be repeated in separate terms up to 12 hours, if topics vary.",Great American Cases,3 hours
2026,Spring,LAW,302,Transitional Justice,"Wrongdoing is part of the history of many, if not most, political communities around the globe. This course examines the moral questions that dealing with past wrongdoing raise. Our focus is specifically on political wrongdoing, that is, wrongdoing inflicted on individuals by the state or groups contesting the state. Such wrongdoing has taken different forms, from slavery, to forced disappearances, to programs of torture and of land appropriation. We also focus on two specific political contexts: the United States and South Africa. In this course, we survey a range of legal measures including criminal punishment, truth commissions, reparations, and apology, that have been, and can be used, to deal with legacies of wrongdoing. Not available for Graduate or Professional credit.",3 hours.,,,3 hours
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,303,Living the Law,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure.",3 hours.,,,
2026,Spring,LAW,305,Art and Cultural Property Law,"This course concerns the emergence of ""art"" and ""cultural property"" law as a distinct field of legal inquiry and practice. Still, this subject draws from nearly the entire spectrum of traditional legal subjects – intellectual property, free speech, contracts, crime, treaties, tax, etc. Art and Cultural Property Law deals with the relationships, rights, transactions and disputes among collectors, artists (and their heirs), dealers, auction houses, museums and other art world participants (including local and foreign governments, sovereign nations and indigenous peoples, the entertainment industry, sports franchises and social media). Among the dozens of important relevant issues in this field are the successes and failures of law in policing cultural heritage crimes, the rise of artistic nationalism, cultural heritage as a casualty of war, censorship, and provenance studies. Approved for Letter and S/U grading.",3 hours.,Approved for Letter and S/U grading.,,3 hours
2026,Spring,LAW,307,Law and Literature,"Literary and cultural texts will offer students context for understanding how legal systems differ from one another and over time, revealing how moral, ethical and political realities reflected in literature motivate and illuminate the law, as well as issues arising from its application, the role of lawyers in society, and major legal doctrines spanning both criminal and civil law. Students will read and respond primarily to literary texts, supplemented by legal documents and abridged passages from interdisciplinary scholarship.",3 hours.,,,3 hours
2026,Spring,LAW,499,LAW Study Abroad,"Provides campus credit for study at accredited foreign institutions or approved overseas programs. Final determination of credit granted is made after the student's successful completion of work. No undergraduate credit. 0 to 18 graduate hours. Approved for Letter and S/U grading. Prerequisite: Full academic standing in the College of Law or Graduate College; consent of major department. Law students, successful completion of the first year's requirements.",0 TO 18 hours.,"No undergraduate credit. 0 to 18 graduate hours. Approved for Letter and S/U grading. Prerequisite: Full academic standing in the College of Law or Graduate College; consent of major department. Law students, successful completion of the first year's requirements.",,
2026,Spring,LAW,499,LAW Study Abroad,"Provides campus credit for study at accredited foreign institutions or approved overseas programs. Final determination of credit granted is made after the student's successful completion of work. No undergraduate credit. 0 to 18 graduate hours. Approved for Letter and S/U grading. Prerequisite: Full academic standing in the College of Law or Graduate College; consent of major department. Law students, successful completion of the first year's requirements.",0 TO 18 hours.,"No undergraduate credit. 0 to 18 graduate hours. Approved for Letter and S/U grading. Prerequisite: Full academic standing in the College of Law or Graduate College; consent of major department. Law students, successful completion of the first year's requirements.",,
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
